id,bucket,expected_class,file,old_line,kind,retired_by,retired_reason,retired_at_notes
UMB-0821,B-18,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/context.rs,314,source-backed literal slice,P7-B2.5,literal/string verifier contract,parser/typecheck literal gate fixes source-backed literal slice contracts before LLVM codegen
UMB-0833,B-17,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,124,cast target type,P7-B2.5,scalar coercion/operator verifier contract,typecheck/operator gate fixes raw HIR cast target contracts before LLVM codegen
UMB-0834,B-17,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,132,cast target (ref),P7-B2.5,scalar coercion/operator verifier contract,typecheck/operator gate fixes raw HIR cast target contracts before LLVM codegen
UMB-0835,B-17,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,144,cast operand (ref),P7-B2.5,scalar coercion/operator verifier contract,typecheck/operator gate fixes raw HIR cast operand contracts before LLVM codegen
UMB-0836,B-17,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,151,cast operand value,P7-B2.5,scalar coercion/operator verifier contract,typecheck/operator gate and centralized codegen value helpers fix raw HIR cast operand contracts before LLVM codegen
UMB-0837,B-17,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,157,cast operand type,P7-B2.5,scalar coercion/operator verifier contract,typecheck/operator gate and centralized codegen value helpers fix raw HIR cast operand contracts before LLVM codegen
UMB-0841,B-17,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,239,cast result type,P7-B2.5,scalar coercion/operator verifier contract,typecheck/operator gate fixes raw HIR nullable cast result contracts before LLVM codegen
UMB-0843,B-17,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_op.rs,252,cast target type,P7-B2.5,scalar coercion/operator verifier contract,typecheck/operator gate fixes raw HIR nullable cast target contracts before LLVM codegen
UMB-0940,B-18,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/literal.rs,80,int literal type,P7-B2.5,literal/string verifier contract,parser/typecheck literal gate fixes integer literal target type contracts before LLVM codegen
UMB-0941,B-18,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/literal.rs,163,scoop_alloc_typed return value,P7-B2.5,literal/string verifier contract,centralized codegen helper fixes string allocation return-value contracts before LLVM codegen
UMB-0021,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,666,itable value-box receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-0026,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,977,itable value receiver target signature,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-0036,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,1622,function value top-level type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0040,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,1790,enum variant ctor call without expected enum type,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0049,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2300,vtable call receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-0060,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/call/lowering.rs,2783,itable call receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-0061,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,44,class ctor call candidate class,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0062,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,86,scoop_alloc_typed return value,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0063,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,91,scoop_alloc_typed return type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0065,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,197,class ctor call active block,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0066,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,212,class ctor call inactive block,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0067,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,264,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0069,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,283,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0068,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,276,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0070,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,300,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0071,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,308,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0072,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,324,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0073,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,329,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0074,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,337,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0075,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,348,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0076,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,355,class ctor param type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0077,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,411,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0078,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,417,class ctor param type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0079,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,441,DYNAMIC:kind,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0080,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,464,class ctor param type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0081,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,552,class ctor param type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0082,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,558,class ctor param property fqn,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0083,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,564,class ctor param property field index,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0084,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,573,class ctor param local slot,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0085,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,595,class property init field index,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0086,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,601,class property init field,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0087,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,608,class property init field type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0088,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,679,class ctor delegation cycle,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0089,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,728,class ctor call arg/param len mismatch,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0090,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,737,class ctor param type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0091,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/class_ctor.rs,895,class ctor this local,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0129,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,409,Option niche pointer none_value (must be NULL),P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0149,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,1128,niche enum variant arity,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0153,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,1233,niche enum payload type,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0158,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/control_flow.rs,1483,Option niche pointer none_value (must be NULL),P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0382,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,14,unresolved ident without expected enum type,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0383,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,22,unknown enum variant,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0384,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,31,non-zero-arity enum variant used as value,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0385,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,52,unknown enum variant,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0386,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,59,enum variant ctor arity mismatch,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0387,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,70,named enum ctor arg,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0388,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,104,unknown enum variant,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0389,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,111,enum variant ctor arity mismatch,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0390,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,152,scoop_alloc_typed return value (enum boxed payload),P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0391,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,157,scoop_alloc_typed return type (enum boxed payload),P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0392,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,173,enum boxed payload field (never),P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0393,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,178,enum boxed payload field value,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0394,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,276,enum payload bool,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0395,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,289,enum payload int,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0396,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,318,enum payload string,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0397,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,324,enum payload string,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0398,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,341,enum payload ref,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0399,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,347,enum payload ref,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0400,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,370,enum payload nested enum,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0401,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,385,nested niche enum pointer none_value (must be NULL),P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0402,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,392,nested niche enum payload (ptr),P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0403,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,410,nested niche enum payload (u8),P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0404,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,515,Option niche pointer none_value (must be NULL),P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0405,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,522,Option niche payload type,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0406,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,528,Option niche storage (non-pointer),P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0407,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,537,Option niche Some payload missing,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0408,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,548,Option niche tag,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0409,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,605,enum variant with payload used as value,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0410,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/enum_lowering.rs,621,enum type id for qualified variant value,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0745,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/layout.rs,170,class field index,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0746,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/layout.rs,176,class field type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0751,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/layout.rs,273,class field index out of bounds,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0757,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/layout.rs,546,Option<T> inner type,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0758,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/layout.rs,575,enum layout,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-0781,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/call.rs,109,class field index,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0782,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/call.rs,117,class field receiver value,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0783,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/call.rs,123,class field receiver type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0870,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,353,class field receiver value,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0871,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,359,class field receiver type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0872,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,418,member access receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-0873,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,429,member access receiver value,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-0874,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,440,member access target,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-0875,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,450,member access target,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-0876,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,489,member access receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-0877,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/expr_value.rs,500,member access receiver value,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-0887,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/frame.rs,826,explicit root frame descriptor global,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0904,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,25,class field index,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0905,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,33,class field receiver value,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0906,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,39,class field receiver type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0907,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,83,top-level var type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0910,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,195,top-level var initializer (bool const),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0911,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,206,top-level var initializer (int const),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0912,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,215,top-level var initializer (float const),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0913,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,222,top-level var initializer (aggregate const),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0914,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/globals.rs,228,top-level var initializer (non-gc-free),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0922,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,58,recursive top-level const ref,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0923,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,67,top-level const without initializer,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0924,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,73,top-level const type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0927,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,199,top-level immutable value init (missing metadata),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0928,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,233,hidden top-level immutable init bridge (missing metadata),P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0929,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,324,top-level immutable value once begin return value,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0930,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,329,top-level immutable value once begin return type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0931,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,349,top-level immutable value without initializer,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0932,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,355,top-level immutable value type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0933,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,391,top-level immutable value type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0934,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,424,top-level immutable value type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0935,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,475,top-level value ref,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0936,B-19,InternalBugSentinel,crates/scoopc/src/llvm/codegen/main/immut_value.rs,483,top-level var type,P7-B2.6,top-level/object metadata verifier,materialized top-level/object metadata contract and LLVM invariant helpers replace codegen fallback
UMB-0982,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,33,class ctor param type,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0986,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,197,class ctor active block,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-0987,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/args.rs,212,class ctor inactive block,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-1004,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/call.rs,497,pass MIR class ctor call site,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-1113,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,185,static interface receiver type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1118,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,334,plain interface receiver value,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1120,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,420,plain dispatch receiver value,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1123,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,558,class ctor selected ctor contract,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-1124,B-20,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/dispatch.rs,565,class ctor selected ctor contract,P7-B2.6,class layout/member verifier,class ctor/field layout contracts are verified before LLVM codegen
UMB-1126,B-23,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,72,pass MIR enum ctor type,P7-B2.6,member access metadata verifier,member receiver/target/dispatch metadata contracts are verified before LLVM codegen
UMB-1127,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,82,pass MIR unknown enum variant,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-1128,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,88,pass MIR enum variant ctor arity,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
UMB-1129,B-22,InternalBugSentinel,crates/scoopc/src/llvm/codegen/mir_body/member.rs,94,pass MIR enum payload schema,P7-B2.6,enum/niche layout verifier,enum variant/payload/niche layout contracts are verified before LLVM codegen
